transaction_id,customer_id,product_id,site_id,occurred_at,quantity,amount,channel
TXN-000002182,CUST-00460,PROD-0017,SITE-002,2026-08-30T18:40:04Z,2,435.42,online
TXN-000002183,CUST-00670,PROD-0109,SITE-013,2025-03-22T09:51:13Z,28,3120.04,online
TXN-000002184,CUST-00681,PROD-0083,SITE-012,2026-04-19T09:42:00Z,7,1520.05,retail
TXN-000002185,CUST-00724,PROD-0047,SITE-011,2025-08-27T03:52:50Z,31,4916.91,distributor
TXN-000002186,CUST-00452,PROD-0113,SITE-015,2025-11-21T10:18:59Z,28,6426.56,online
TXN-000002187,CUST-00673,PROD-0118,SITE-010,2024-12-17T08:02:44Z,23,4183.01,field-sales
TXN-000002188,CUST-00303,PROD-0013,SITE-015,2026-06-16T00:05:21Z,4,741.8,retail
TXN-000002189,CUST-00712,PROD-0007,SITE-002,2025-05-31T00:15:38Z,30,10017.9,distributor
TXN-000002190,CUST-00625,PROD-0014,SITE-014,2025-11-07T22:10:29Z,4,609.64,online
TXN-000002191,CUST-00073,PROD-0108,SITE-014,2026-02-11T11:32:02Z,39,13096.59,retail
TXN-000002192,CUST-00602,PROD-0049,SITE-011,2024-11-13T18:05:12Z,16,896.64,online
TXN-000002193,CUST-00759,PROD-0017,SITE-004,2026-01-10T17:16:20Z,28,6579.72,online
TXN-000002194,CUST-00486,PROD-0066,SITE-007,2026-08-17T19:45:43Z,2,76.18,retail
TXN-000002195,CUST-00177,PROD-0053,SITE-001,2026-07-19T15:29:53Z,40,4570.8,distributor
TXN-000002196,CUST-00020,PROD-0108,SITE-003,2025-06-23T20:18:42Z,4,608.72,field-sales
TXN-000002197,CUST-00432,PROD-0087,SITE-005,2026-03-16T00:50:46Z,38,7223.42,retail
TXN-000002198,CUST-00751,PROD-0116,SITE-001,2025-08-29T18:07:01Z,13,1956.63,retail
TXN-000002199,CUST-00633,PROD-0004,SITE-010,2024-11-08T12:33:55Z,29,5793.33,online
TXN-000002200,CUST-00695,PROD-0081,SITE-014,2025-02-03T09:18:27Z,7,1355.76,retail
TXN-000002201,CUST-00336,PROD-0114,SITE-008,2025-11-09T23:40:47Z,40,10372,distributor
TXN-000002202,CUST-00217,PROD-0086,SITE-007,2025-05-29T00:27:18Z,3,515.16,retail
TXN-000002203,CUST-00665,PROD-0046,SITE-007,2025-05-03T05:15:16Z,23,7179.68,online
TXN-000002204,CUST-00009,PROD-0042,SITE-008,2026-06-22T09:11:39Z,3,155.22,field-sales
TXN-000002205,CUST-00109,PROD-0064,SITE-004,2025-06-15T19:49:00Z,34,2429.98,field-sales
TXN-000002206,CUST-00345,PROD-0069,SITE-002,2026-01-03T06:41:08Z,1,329.27,field-sales
TXN-000002207,CUST-00261,PROD-0007,SITE-004,2024-06-23T19:06:15Z,9,1782.81,online
TXN-000002208,CUST-00098,PROD-0013,SITE-007,2025-02-01T14:10:36Z,27,884.52,retail
TXN-000002209,CUST-00659,PROD-0068,SITE-007,2026-01-26T19:17:44Z,33,12534.06,distributor
TXN-000002210,CUST-00515,PROD-0035,SITE-002,2024-06-06T22:49:18Z,1,191.22,distributor
TXN-000002211,CUST-00459,PROD-0061,SITE-013,2024-11-28T14:53:34Z,27,1009.26,field-sales
TXN-000002212,CUST-00132,PROD-0003,SITE-001,2026-06-27T19:34:56Z,5,173.9,field-sales
TXN-000002213,CUST-00347,PROD-0072,SITE-013,2025-12-16T13:37:48Z,13,1545.05,field-sales
TXN-000002214,CUST-00270,PROD-0020,SITE-007,2026-04-26T20:03:40Z,37,5628.44,online
TXN-000002215,CUST-00264,PROD-0104,SITE-008,2025-04-03T12:17:32Z,28,4038.72,online
TXN-000002216,CUST-00222,PROD-0021,SITE-004,2026-08-10T15:10:11Z,32,8664.96,field-sales
TXN-000002217,CUST-00524,PROD-0025,SITE-003,2025-01-16T03:36:52Z,38,3478.9,distributor
TXN-000002218,CUST-00601,PROD-0050,SITE-004,2025-12-09T01:37:07Z,39,3568.89,field-sales
TXN-000002219,CUST-00360,PROD-0030,SITE-005,2026-08-08T18:57:57Z,16,4311.2,distributor
TXN-000002220,CUST-00669,PROD-0002,SITE-004,2025-06-29T02:18:48Z,12,4452.36,retail
TXN-000002221,CUST-00599,PROD-0027,SITE-008,2025-06-05T00:20:41Z,40,15467.2,retail
TXN-000002222,CUST-00106,PROD-0074,SITE-009,2025-05-26T02:48:29Z,10,634,field-sales
TXN-000002223,CUST-00460,PROD-0013,SITE-003,2024-09-12T23:18:09Z,25,1049.25,distributor
TXN-000002224,CUST-00378,PROD-0028,SITE-007,2025-07-05T04:01:21Z,27,5910.57,field-sales
TXN-000002225,CUST-00135,PROD-0003,SITE-013,2024-07-26T07:34:41Z,2,442.04,field-sales
TXN-000002226,CUST-00562,PROD-0097,SITE-012,2026-01-14T03:55:16Z,1,342.56,online
TXN-000002227,CUST-00109,PROD-0079,SITE-014,2025-11-08T05:46:04Z,33,6853.44,distributor
TXN-000002228,CUST-00667,PROD-0051,SITE-011,2026-06-03T03:32:12Z,5,1161.25,retail
TXN-000002229,CUST-00174,PROD-0009,SITE-009,2025-09-17T14:19:58Z,20,358.6,field-sales
TXN-000002230,CUST-00644,PROD-0087,SITE-013,2025-08-22T07:21:36Z,26,1467.96,field-sales
TXN-000002231,CUST-00708,PROD-0079,SITE-013,2026-03-22T04:15:13Z,26,3844.62,retail
TXN-000002232,CUST-00046,PROD-0092,SITE-013,2026-08-04T02:42:29Z,23,7566.08,distributor
TXN-000002233,CUST-00153,PROD-0046,SITE-001,2026-01-04T23:12:02Z,23,2784.15,field-sales
TXN-000002234,CUST-00143,PROD-0059,SITE-015,2024-08-12T11:09:27Z,26,1190.02,online
TXN-000002235,CUST-00477,PROD-0116,SITE-010,2024-11-07T11:19:33Z,14,1512.28,retail
TXN-000002236,CUST-00529,PROD-0012,SITE-012,2025-09-03T18:49:04Z,1,261.36,retail
TXN-000002237,CUST-00311,PROD-0098,SITE-011,2025-02-16T01:25:55Z,4,463.36,distributor
TXN-000002238,CUST-00177,PROD-0013,SITE-008,2025-09-29T00:44:09Z,11,2117.72,retail
TXN-000002239,CUST-00453,PROD-0096,SITE-001,2025-11-29T23:12:08Z,7,397.67,field-sales
TXN-000002240,CUST-00135,PROD-0037,SITE-007,2026-07-19T19:10:57Z,2,490.56,retail
TXN-000002241,CUST-00632,PROD-0106,SITE-008,2026-06-15T20:55:59Z,37,7630.88,online
TXN-000002242,CUST-00064,PROD-0005,SITE-006,2026-02-08T10:38:41Z,25,3221.5,retail
TXN-000002243,CUST-00631,PROD-0083,SITE-001,2026-03-14T19:02:58Z,5,1966.45,online
TXN-000002244,CUST-00604,PROD-0041,SITE-008,2025-09-09T11:49:19Z,13,441.09,online
TXN-000002245,CUST-00507,PROD-0104,SITE-010,2024-12-30T04:19:43Z,8,700.56,field-sales
TXN-000002246,CUST-00269,PROD-0023,SITE-003,2024-06-27T19:48:39Z,28,6250.72,field-sales
TXN-000002247,CUST-00599,PROD-0021,SITE-013,2025-10-28T20:02:18Z,29,3823.07,distributor
TXN-000002248,CUST-00072,PROD-0007,SITE-004,2025-10-06T19:25:10Z,31,6725.76,retail
TXN-000002249,CUST-00055,PROD-0070,SITE-015,2024-04-20T12:27:19Z,9,2096.73,online
TXN-000002250,CUST-00546,PROD-0027,SITE-011,2026-04-24T21:06:59Z,16,2074.24,retail
TXN-000002251,CUST-00411,PROD-0114,SITE-002,2026-07-12T21:48:50Z,32,5275.52,field-sales
TXN-000002252,CUST-00762,PROD-0069,SITE-002,2026-07-10T13:21:53Z,4,201.72,distributor
TXN-000002253,CUST-00251,PROD-0099,SITE-007,2025-03-18T06:50:33Z,26,4741.36,retail
TXN-000002254,CUST-00028,PROD-0120,SITE-011,2025-10-08T13:11:43Z,5,1454.65,online
TXN-000002255,CUST-00666,PROD-0114,SITE-008,2025-12-09T20:38:54Z,37,579.05,distributor
TXN-000002256,CUST-00220,PROD-0118,SITE-011,2026-05-19T16:15:00Z,18,2867.94,online
TXN-000002257,CUST-00084,PROD-0068,SITE-012,2025-10-10T20:15:26Z,12,582,retail
TXN-000002258,CUST-00250,PROD-0053,SITE-014,2025-09-19T12:03:09Z,26,6693.18,online
TXN-000002259,CUST-00371,PROD-0117,SITE-006,2025-09-13T16:27:42Z,19,4325.73,online
TXN-000002260,CUST-00770,PROD-0035,SITE-004,2025-08-24T02:32:35Z,24,6560.64,distributor
TXN-000002261,CUST-00440,PROD-0114,SITE-001,2025-02-07T11:47:42Z,32,9988.16,distributor
TXN-000002262,CUST-00129,PROD-0060,SITE-009,2025-06-24T12:18:37Z,28,7349.16,retail
TXN-000002263,CUST-00144,PROD-0034,SITE-010,2026-03-09T04:13:20Z,5,99.1,online
TXN-000002264,CUST-00054,PROD-0115,SITE-007,2026-02-04T09:29:08Z,23,8922.16,distributor
TXN-000002265,CUST-00618,PROD-0103,SITE-014,2025-07-26T06:50:49Z,8,1026.56,distributor
TXN-000002266,CUST-00177,PROD-0013,SITE-002,2026-08-29T17:03:33Z,40,6018.4,online
TXN-000002267,CUST-00453,PROD-0018,SITE-013,2025-07-17T09:54:04Z,6,1041.9,online
TXN-000002268,CUST-00069,PROD-0071,SITE-013,2026-01-08T22:02:58Z,21,317.73,retail
TXN-000002269,CUST-00102,PROD-0074,SITE-004,2026-01-20T09:40:47Z,4,739.6,retail
TXN-000002270,CUST-00501,PROD-0024,SITE-012,2025-04-10T09:00:26Z,15,3397.35,distributor
TXN-000002271,CUST-00154,PROD-0063,SITE-002,2024-10-07T23:28:47Z,2,583.52,distributor
TXN-000002272,CUST-00620,PROD-0094,SITE-010,2025-04-29T09:54:13Z,7,1311.38,online
TXN-000002273,CUST-00675,PROD-0078,SITE-013,2024-10-13T01:19:14Z,16,2159.84,retail
TXN-000002274,CUST-00789,PROD-0052,SITE-012,2024-10-04T12:35:05Z,8,2129.6,field-sales
TXN-000002275,CUST-00708,PROD-0050,SITE-002,2024-05-28T04:58:50Z,35,13401.85,distributor
TXN-000002276,CUST-00405,PROD-0087,SITE-001,2026-02-16T06:51:09Z,16,3910.72,retail
TXN-000002277,CUST-00376,PROD-0096,SITE-006,2026-05-07T00:42:03Z,40,5909.2,distributor
TXN-000002278,CUST-00714,PROD-0111,SITE-012,2024-11-07T14:40:48Z,28,1265.6,distributor
TXN-000002279,CUST-00798,PROD-0039,SITE-007,2025-06-10T19:23:27Z,9,2298.24,retail
TXN-000002280,CUST-00642,PROD-0063,SITE-005,2025-08-25T15:52:42Z,9,926.73,retail
TXN-000002281,CUST-00778,PROD-0068,SITE-012,2025-01-07T15:11:38Z,36,4802.04,retail
TXN-000002282,CUST-00660,PROD-0087,SITE-010,2026-04-08T20:47:14Z,9,1709.19,distributor
TXN-000002283,CUST-00284,PROD-0064,SITE-005,2025-03-04T14:37:14Z,27,9181.08,online
TXN-000002284,CUST-00309,PROD-0004,SITE-009,2025-09-29T15:38:19Z,20,4307,field-sales
TXN-000002285,CUST-00253,PROD-0047,SITE-003,2025-06-25T17:33:26Z,21,1248.66,field-sales
TXN-000002286,CUST-00038,PROD-0066,SITE-007,2024-07-30T02:16:38Z,36,4949.28,distributor
TXN-000002287,CUST-00213,PROD-0055,SITE-012,2024-08-12T09:58:26Z,8,2964.24,distributor
TXN-000002288,CUST-00519,PROD-0056,SITE-015,2025-09-12T15:23:22Z,5,1118.65,distributor
TXN-000002289,CUST-00015,PROD-0087,SITE-005,2024-08-04T01:11:02Z,37,4062.97,retail
TXN-000002290,CUST-00715,PROD-0115,SITE-006,2026-03-27T22:42:06Z,39,9884.94,field-sales
TXN-000002291,CUST-00169,PROD-0035,SITE-006,2025-08-25T16:46:29Z,3,911.61,online
TXN-000002292,CUST-00532,PROD-0014,SITE-010,2024-05-15T07:26:19Z,16,2395.36,field-sales
TXN-000002293,CUST-00449,PROD-0092,SITE-001,2025-09-24T20:15:19Z,17,2853.11,field-sales
TXN-000002294,CUST-00403,PROD-0090,SITE-009,2024-06-05T01:58:57Z,17,5907.67,retail
TXN-000002295,CUST-00311,PROD-0038,SITE-010,2026-01-11T21:32:03Z,14,1122.38,retail
TXN-000002296,CUST-00496,PROD-0021,SITE-003,2024-09-26T08:44:31Z,31,8704.49,field-sales
TXN-000002297,CUST-00552,PROD-0062,SITE-013,2024-10-30T08:11:21Z,38,7729.2,distributor
TXN-000002298,CUST-00738,PROD-0025,SITE-012,2026-07-18T10:07:18Z,10,3622.8,distributor
TXN-000002299,CUST-00382,PROD-0065,SITE-014,2026-04-27T04:03:31Z,16,4538.56,distributor
TXN-000002300,CUST-00476,PROD-0013,SITE-002,2025-12-19T22:16:43Z,6,930.78,online
TXN-000002301,CUST-00560,PROD-0019,SITE-008,2024-04-25T03:56:49Z,11,1577.73,retail
TXN-000002302,CUST-00643,PROD-0037,SITE-010,2024-09-25T08:39:59Z,1,83.59,online
TXN-000002303,CUST-00109,PROD-0078,SITE-015,2026-02-09T17:52:37Z,29,3299.33,retail
TXN-000002304,CUST-00541,PROD-0030,SITE-005,2025-11-03T13:33:24Z,34,8927.04,field-sales
TXN-000002305,CUST-00009,PROD-0098,SITE-002,2024-06-23T06:20:10Z,12,4611,retail
TXN-000002306,CUST-00266,PROD-0004,SITE-004,2026-02-28T08:27:36Z,8,2040.4,online
TXN-000002307,CUST-00110,PROD-0065,SITE-011,2025-06-25T11:57:26Z,40,14662.8,retail
TXN-000002308,CUST-00436,PROD-0045,SITE-003,2026-03-24T04:27:01Z,8,1858.48,retail
TXN-000002309,CUST-00387,PROD-0008,SITE-006,2024-04-10T06:32:44Z,14,5199.32,field-sales
TXN-000002310,CUST-00133,PROD-0030,SITE-009,2026-08-01T05:15:49Z,28,1846.04,field-sales
TXN-000002311,CUST-00727,PROD-0068,SITE-007,2025-12-03T12:11:09Z,37,10835.08,field-sales
TXN-000002312,CUST-00776,PROD-0093,SITE-014,2025-08-22T11:14:44Z,11,1223.75,retail
TXN-000002313,CUST-00705,PROD-0102,SITE-009,2024-07-15T16:56:53Z,15,3215.1,retail
TXN-000002314,CUST-00134,PROD-0100,SITE-008,2026-04-04T08:25:14Z,10,1834.6,online
TXN-000002315,CUST-00789,PROD-0010,SITE-006,2026-07-12T14:07:02Z,19,3593.66,field-sales
TXN-000002316,CUST-00663,PROD-0058,SITE-001,2025-11-27T23:54:30Z,31,3650.25,field-sales
TXN-000002317,CUST-00281,PROD-0010,SITE-011,2025-11-04T11:48:28Z,5,1888.1,retail
TXN-000002318,CUST-00556,PROD-0093,SITE-007,2025-11-28T19:18:33Z,30,6866.7,online
TXN-000002319,CUST-00550,PROD-0074,SITE-010,2025-08-18T22:37:56Z,5,832.1,distributor
TXN-000002320,CUST-00793,PROD-0088,SITE-015,2024-08-01T06:34:52Z,22,4401.76,field-sales
TXN-000002321,CUST-00040,PROD-0119,SITE-003,2025-08-15T01:35:12Z,15,4878.6,distributor
TXN-000002322,CUST-00475,PROD-0119,SITE-001,2026-05-15T06:16:35Z,39,4359.42,distributor
TXN-000002323,CUST-00774,PROD-0106,SITE-015,2025-06-08T14:57:09Z,9,628.38,field-sales
TXN-000002324,CUST-00239,PROD-0048,SITE-012,2026-05-19T22:07:32Z,14,5558.42,online
TXN-000002325,CUST-00567,PROD-0103,SITE-003,2026-06-18T18:48:33Z,6,101.34,online
TXN-000002326,CUST-00023,PROD-0012,SITE-009,2025-10-22T00:09:21Z,8,1488.8,online
TXN-000002327,CUST-00619,PROD-0058,SITE-015,2026-07-26T01:21:48Z,1,274.78,field-sales
TXN-000002328,CUST-00756,PROD-0006,SITE-008,2026-03-23T15:42:53Z,9,2605.68,distributor
TXN-000002329,CUST-00286,PROD-0085,SITE-009,2024-12-16T13:58:33Z,3,37.41,online
TXN-000002330,CUST-00595,PROD-0058,SITE-014,2024-08-01T23:06:17Z,12,474.84,online
TXN-000002331,CUST-00298,PROD-0117,SITE-014,2025-05-30T21:02:44Z,22,5691.62,online
TXN-000002332,CUST-00159,PROD-0107,SITE-008,2024-07-14T00:15:10Z,40,1645.6,distributor
TXN-000002333,CUST-00170,PROD-0016,SITE-003,2026-03-07T14:52:03Z,7,194.74,distributor
TXN-000002334,CUST-00653,PROD-0097,SITE-002,2025-02-11T12:38:13Z,34,7317.82,retail
TXN-000002335,CUST-00052,PROD-0102,SITE-005,2026-05-04T07:09:30Z,16,395.04,field-sales
TXN-000002336,CUST-00415,PROD-0026,SITE-014,2025-01-23T19:05:50Z,11,3216.4,retail
TXN-000002337,CUST-00592,PROD-0040,SITE-005,2026-06-09T10:16:02Z,4,1091.12,online
TXN-000002338,CUST-00676,PROD-0084,SITE-001,2024-07-13T04:37:24Z,35,1215.2,field-sales
TXN-000002339,CUST-00058,PROD-0029,SITE-005,2026-01-01T20:49:16Z,33,5266.14,online
TXN-000002340,CUST-00596,PROD-0019,SITE-006,2025-01-20T13:46:45Z,2,420.1,retail
TXN-000002341,CUST-00614,PROD-0079,SITE-011,2026-06-09T16:26:24Z,16,4246.56,online
TXN-000002342,CUST-00658,PROD-0074,SITE-002,2024-11-08T16:46:01Z,39,6800.82,distributor
TXN-000002343,CUST-00774,PROD-0036,SITE-001,2024-11-19T09:24:00Z,12,3597.24,field-sales
TXN-000002344,CUST-00038,PROD-0022,SITE-004,2024-08-15T03:01:07Z,33,890.01,field-sales
TXN-000002345,CUST-00492,PROD-0059,SITE-014,2025-10-12T01:45:49Z,29,9997.75,retail
TXN-000002346,CUST-00399,PROD-0076,SITE-013,2025-09-15T00:38:17Z,21,601.23,field-sales
TXN-000002347,CUST-00046,PROD-0065,SITE-012,2025-12-30T18:38:17Z,23,1856.79,field-sales
TXN-000002348,CUST-00128,PROD-0062,SITE-010,2026-05-31T22:07:18Z,4,1358.44,distributor
TXN-000002349,CUST-00464,PROD-0053,SITE-012,2025-03-08T03:53:48Z,10,2459.8,field-sales
TXN-000002350,CUST-00779,PROD-0009,SITE-008,2025-02-08T12:08:43Z,40,6423.6,retail
TXN-000002351,CUST-00757,PROD-0025,SITE-006,2026-01-22T00:18:12Z,25,1518.75,retail
TXN-000002352,CUST-00661,PROD-0035,SITE-012,2026-07-10T15:25:33Z,1,287.4,retail
TXN-000002353,CUST-00702,PROD-0084,SITE-009,2025-04-18T13:08:23Z,21,1497.72,distributor
TXN-000002354,CUST-00271,PROD-0003,SITE-008,2025-12-16T07:57:34Z,8,2076.4,retail
TXN-000002355,CUST-00267,PROD-0103,SITE-008,2025-04-01T00:58:46Z,18,766.98,distributor
TXN-000002356,CUST-00435,PROD-0102,SITE-004,2024-07-05T06:40:30Z,21,1959.09,retail
TXN-000002357,CUST-00386,PROD-0098,SITE-013,2025-03-26T12:10:18Z,4,1012.96,distributor
TXN-000002358,CUST-00763,PROD-0001,SITE-006,2025-09-18T13:42:48Z,24,3080.64,distributor
TXN-000002359,CUST-00167,PROD-0054,SITE-008,2026-03-05T13:11:10Z,35,5132.4,distributor
TXN-000002360,CUST-00372,PROD-0063,SITE-002,2026-06-25T17:25:16Z,1,188.44,retail
TXN-000002361,CUST-00652,PROD-0075,SITE-007,2026-03-08T19:04:42Z,24,8282.4,retail
TXN-000002362,CUST-00113,PROD-0057,SITE-004,2024-09-18T22:24:25Z,36,10469.88,retail
TXN-000002363,CUST-00760,PROD-0023,SITE-006,2025-08-16T01:32:59Z,14,3161.34,retail
TXN-000002364,CUST-00449,PROD-0098,SITE-014,2026-02-14T04:24:15Z,11,2077.24,field-sales
TXN-000002365,CUST-00629,PROD-0075,SITE-013,2024-04-27T21:21:38Z,5,1156.5,distributor
TXN-000002366,CUST-00056,PROD-0055,SITE-005,2026-03-01T00:31:34Z,4,1194.04,field-sales
TXN-000002367,CUST-00090,PROD-0015,SITE-011,2024-10-31T15:31:40Z,27,4486.05,distributor
TXN-000002368,CUST-00344,PROD-0001,SITE-002,2025-02-08T04:16:08Z,6,424.02,online
TXN-000002369,CUST-00300,PROD-0012,SITE-015,2025-05-07T12:56:03Z,13,1771.51,online
TXN-000002370,CUST-00626,PROD-0064,SITE-002,2025-11-19T14:01:47Z,9,873,field-sales
TXN-000002371,CUST-00751,PROD-0027,SITE-007,2024-12-25T06:06:26Z,4,1147.68,field-sales
TXN-000002372,CUST-00336,PROD-0025,SITE-011,2025-08-25T13:19:41Z,19,901.36,online
TXN-000002373,CUST-00122,PROD-0013,SITE-002,2025-04-22T12:15:23Z,26,7948.72,field-sales
TXN-000002374,CUST-00460,PROD-0066,SITE-007,2025-10-25T09:32:29Z,21,7395.15,distributor
TXN-000002375,CUST-00309,PROD-0074,SITE-006,2025-04-24T18:42:33Z,32,11433.28,distributor
TXN-000002376,CUST-00473,PROD-0112,SITE-010,2025-08-19T17:16:38Z,36,2669.4,field-sales
TXN-000002377,CUST-00692,PROD-0030,SITE-012,2025-06-08T16:54:21Z,28,7122.36,online
TXN-000002378,CUST-00701,PROD-0064,SITE-009,2025-09-21T00:10:14Z,11,689.81,field-sales
TXN-000002379,CUST-00704,PROD-0012,SITE-006,2025-11-17T11:53:53Z,20,1654.2,online
TXN-000002380,CUST-00684,PROD-0093,SITE-009,2026-07-27T13:58:19Z,22,5123.14,retail
TXN-000002381,CUST-00476,PROD-0104,SITE-008,2025-01-28T18:15:26Z,40,8833.6,distributor
TXN-000002382,CUST-00534,PROD-0001,SITE-002,2025-02-14T17:12:51Z,14,201.32,online
TXN-000002383,CUST-00181,PROD-0068,SITE-006,2026-02-25T23:13:17Z,3,1030.35,online
TXN-000002384,CUST-00600,PROD-0120,SITE-010,2024-11-16T12:32:53Z,26,5330.52,online
TXN-000002385,CUST-00157,PROD-0072,SITE-014,2025-05-12T05:15:58Z,15,4668.3,distributor
TXN-000002386,CUST-00671,PROD-0096,SITE-013,2026-08-26T21:48:35Z,37,10919.07,distributor
TXN-000002387,CUST-00757,PROD-0119,SITE-014,2025-10-04T04:06:00Z,10,2615.7,retail
TXN-000002388,CUST-00738,PROD-0022,SITE-001,2026-02-23T14:15:45Z,16,2097.92,online
TXN-000002389,CUST-00576,PROD-0038,SITE-013,2026-07-01T12:19:20Z,32,2000,online
TXN-000002390,CUST-00157,PROD-0082,SITE-007,2025-12-04T14:48:07Z,16,4637.92,field-sales
TXN-000002391,CUST-00573,PROD-0065,SITE-010,2025-02-09T05:25:55Z,12,3835.68,online
TXN-000002392,CUST-00263,PROD-0056,SITE-003,2026-01-08T14:59:59Z,9,3592.98,distributor
TXN-000002393,CUST-00400,PROD-0106,SITE-013,2025-07-05T03:10:01Z,23,5106.92,field-sales
TXN-000002394,CUST-00270,PROD-0042,SITE-010,2026-01-02T15:53:51Z,28,8099.84,distributor
TXN-000002395,CUST-00423,PROD-0010,SITE-015,2026-03-17T22:52:17Z,5,1420.5,field-sales
TXN-000002396,CUST-00167,PROD-0076,SITE-009,2024-08-31T03:50:13Z,11,3994.98,retail
TXN-000002397,CUST-00006,PROD-0044,SITE-014,2024-08-13T13:33:24Z,20,4303.8,online
TXN-000002398,CUST-00093,PROD-0078,SITE-002,2025-07-24T07:49:56Z,34,11438.62,retail
TXN-000002399,CUST-00149,PROD-0066,SITE-002,2025-10-21T11:15:24Z,2,438.84,retail
TXN-000002400,CUST-00560,PROD-0066,SITE-008,2026-01-17T06:37:30Z,9,210.6,retail
TXN-000002401,CUST-00031,PROD-0045,SITE-001,2025-03-06T15:56:57Z,20,6422.8,distributor
TXN-000002402,CUST-00742,PROD-0027,SITE-005,2026-08-23T18:05:33Z,32,5116.8,distributor
TXN-000002403,CUST-00146,PROD-0072,SITE-009,2024-07-27T12:53:40Z,16,3681.12,distributor
TXN-000002404,CUST-00142,PROD-0046,SITE-007,2026-06-22T10:43:14Z,1,320.25,retail
TXN-000002405,CUST-00682,PROD-0096,SITE-010,2025-10-23T23:38:04Z,26,1316.12,retail
TXN-000002406,CUST-00333,PROD-0114,SITE-012,2024-09-12T14:10:26Z,14,3325.7,field-sales
TXN-000002407,CUST-00405,PROD-0022,SITE-003,2026-04-13T03:49:23Z,19,1756.17,retail
TXN-000002408,CUST-00099,PROD-0057,SITE-012,2024-11-23T22:19:09Z,21,6679.26,distributor
TXN-000002409,CUST-00058,PROD-0113,SITE-003,2025-04-23T20:28:11Z,3,736.74,online
TXN-000002410,CUST-00602,PROD-0096,SITE-001,2025-09-10T02:26:57Z,36,9893.88,online
TXN-000002411,CUST-00164,PROD-0075,SITE-011,2024-07-21T18:15:43Z,3,336.78,distributor
TXN-000002412,CUST-00690,PROD-0053,SITE-004,2026-08-06T13:18:11Z,3,1104.03,online
TXN-000002413,CUST-00711,PROD-0039,SITE-012,2025-07-30T11:50:32Z,23,4278.46,retail
TXN-000002414,CUST-00272,PROD-0118,SITE-012,2024-12-22T15:52:17Z,31,9539.32,online
TXN-000002415,CUST-00531,PROD-0119,SITE-007,2025-12-11T17:14:40Z,13,4956.9,online
TXN-000002416,CUST-00340,PROD-0095,SITE-002,2024-10-16T10:16:00Z,6,624.78,field-sales
TXN-000002417,CUST-00360,PROD-0041,SITE-014,2026-01-31T16:56:13Z,23,2130.49,distributor
TXN-000002418,CUST-00453,PROD-0095,SITE-003,2026-08-06T12:51:55Z,3,556.38,online
TXN-000002419,CUST-00084,PROD-0034,SITE-013,2025-07-28T00:47:36Z,37,2275.5,distributor
TXN-000002420,CUST-00003,PROD-0094,SITE-003,2025-12-15T15:16:11Z,4,1488.68,distributor
TXN-000002421,CUST-00144,PROD-0066,SITE-008,2025-03-16T01:41:50Z,33,12842.28,field-sales
TXN-000002422,CUST-00214,PROD-0109,SITE-006,2025-12-21T14:44:14Z,5,1590.25,distributor
TXN-000002423,CUST-00175,PROD-0092,SITE-001,2025-04-09T11:23:58Z,10,1910,retail
TXN-000002424,CUST-00798,PROD-0065,SITE-012,2024-12-12T01:26:25Z,1,333.77,retail
TXN-000002425,CUST-00136,PROD-0088,SITE-009,2025-11-25T14:08:57Z,21,6163.92,field-sales
TXN-000002426,CUST-00020,PROD-0029,SITE-015,2026-08-25T08:24:43Z,10,2894.5,online
TXN-000002427,CUST-00537,PROD-0001,SITE-001,2024-06-16T19:18:43Z,19,6341.25,online
TXN-000002428,CUST-00044,PROD-0052,SITE-005,2026-03-11T19:46:05Z,22,8522.58,retail
TXN-000002429,CUST-00324,PROD-0007,SITE-008,2025-10-24T00:23:05Z,16,774.56,field-sales
TXN-000002430,CUST-00161,PROD-0053,SITE-001,2024-11-30T09:33:00Z,18,332.64,distributor
TXN-000002431,CUST-00783,PROD-0096,SITE-013,2026-01-14T19:54:56Z,18,1319.76,retail
TXN-000002432,CUST-00502,PROD-0107,SITE-010,2024-10-06T00:00:55Z,2,231.78,distributor
TXN-000002433,CUST-00592,PROD-0068,SITE-003,2025-07-13T19:00:53Z,35,9065.7,online
TXN-000002434,CUST-00439,PROD-0020,SITE-012,2025-07-27T13:46:49Z,29,11552.44,retail
TXN-000002435,CUST-00014,PROD-0019,SITE-001,2025-05-17T06:18:02Z,3,677.34,online
TXN-000002436,CUST-00380,PROD-0118,SITE-006,2026-03-03T03:58:43Z,34,3884.5,online
TXN-000002437,CUST-00241,PROD-0056,SITE-006,2024-12-30T05:58:48Z,8,3116.96,field-sales
TXN-000002438,CUST-00205,PROD-0020,SITE-013,2025-07-13T04:22:18Z,1,271.06,distributor
TXN-000002439,CUST-00071,PROD-0055,SITE-009,2026-03-23T02:28:35Z,10,2767.3,field-sales
TXN-000002440,CUST-00343,PROD-0056,SITE-013,2025-06-08T21:50:02Z,17,4528.12,online
TXN-000002441,CUST-00470,PROD-0012,SITE-009,2025-02-05T19:48:29Z,21,465.36,online
TXN-000002442,CUST-00672,PROD-0101,SITE-009,2026-05-16T16:17:45Z,3,1002.69,online
TXN-000002443,CUST-00424,PROD-0065,SITE-015,2025-08-03T09:45:00Z,32,5018.56,distributor
