shipment_id,origin_site_id,dest_site_id,customer_id,ship_date,units,weight_kg
SHIP-000690,SITE-007,SITE-009,CUST-00539,2025-11-13,377,927.42
SHIP-000691,SITE-014,SITE-013,CUST-00355,2025-11-07,143,1578.72
SHIP-000692,SITE-015,SITE-004,CUST-00700,2025-08-04,181,881.47
SHIP-000693,SITE-011,SITE-004,CUST-00102,2025-06-30,31,258.23
SHIP-000694,SITE-015,SITE-003,CUST-00217,2026-08-17,90,583.2
SHIP-000695,SITE-007,SITE-005,CUST-00565,2026-05-18,302,2570.02
SHIP-000696,SITE-010,SITE-011,CUST-00718,2025-01-30,368,1453.6
SHIP-000697,SITE-005,SITE-015,CUST-00547,2025-10-17,367,2161.63
SHIP-000698,SITE-015,SITE-013,CUST-00538,2024-03-14,314,3435.16
SHIP-000699,SITE-009,SITE-004,CUST-00717,2025-05-14,240,676.8
SHIP-000700,SITE-005,SITE-004,CUST-00331,2025-07-23,298,1057.9
SHIP-000701,SITE-011,SITE-010,CUST-00118,2025-05-22,36,383.04
SHIP-000702,SITE-014,SITE-011,CUST-00542,2024-12-31,33,320.43
SHIP-000703,SITE-009,SITE-005,CUST-00313,2024-03-16,382,2024.6
SHIP-000704,SITE-008,SITE-004,CUST-00624,2024-07-19,116,822.44
SHIP-000705,SITE-011,SITE-013,CUST-00074,2025-12-20,90,495.9
SHIP-000706,SITE-001,SITE-012,CUST-00021,2025-06-24,144,305.28
SHIP-000707,SITE-008,SITE-007,CUST-00280,2026-04-14,168,950.88
SHIP-000708,SITE-004,SITE-001,CUST-00137,2025-08-25,83,932.09
SHIP-000709,SITE-015,SITE-011,CUST-00034,2025-04-26,241,1229.1
SHIP-000710,SITE-002,SITE-013,CUST-00793,2026-04-26,376,624.16
SHIP-000711,SITE-002,SITE-006,CUST-00155,2025-07-05,312,2804.88
SHIP-000712,SITE-013,SITE-001,CUST-00049,2024-11-20,52,240.24
SHIP-000713,SITE-012,SITE-004,CUST-00711,2024-06-25,372,3165.72
SHIP-000714,SITE-006,SITE-009,CUST-00196,2025-11-14,311,3393.01
SHIP-000715,SITE-007,SITE-006,CUST-00019,2025-09-28,290,240.7
SHIP-000716,SITE-015,SITE-005,CUST-00057,2026-01-27,365,1470.95
SHIP-000717,SITE-011,SITE-008,CUST-00225,2026-08-03,214,2538.04
SHIP-000718,SITE-001,SITE-008,CUST-00670,2025-10-11,184,239.2
SHIP-000719,SITE-012,SITE-015,CUST-00388,2026-02-19,372,401.76
SHIP-000720,SITE-012,SITE-010,CUST-00419,2026-06-04,188,274.48
SHIP-000721,SITE-012,SITE-005,CUST-00276,2024-08-10,177,1115.1
SHIP-000722,SITE-005,SITE-001,CUST-00501,2025-07-15,266,3051.02
SHIP-000723,SITE-011,SITE-010,CUST-00503,2024-05-09,361,2129.9
SHIP-000724,SITE-010,SITE-008,CUST-00736,2025-03-15,327,2576.76
SHIP-000725,SITE-001,SITE-005,CUST-00093,2026-06-08,276,1708.44
SHIP-000726,SITE-008,SITE-012,CUST-00275,2026-02-08,24,24.48
SHIP-000727,SITE-009,SITE-010,CUST-00460,2024-06-02,222,2337.66
SHIP-000728,SITE-015,SITE-011,CUST-00765,2024-06-18,201,373.86
SHIP-000729,SITE-014,SITE-011,CUST-00510,2026-08-11,262,2247.96
SHIP-000730,SITE-005,SITE-011,CUST-00416,2025-09-03,244,214.72
SHIP-000731,SITE-003,SITE-005,CUST-00061,2026-05-09,390,4516.2
SHIP-000732,SITE-008,SITE-006,CUST-00687,2025-08-10,358,2774.5
SHIP-000733,SITE-012,SITE-014,CUST-00497,2025-06-18,221,956.93
SHIP-000734,SITE-007,SITE-010,CUST-00511,2025-07-28,42,390.6
SHIP-000735,SITE-002,SITE-014,CUST-00422,2026-03-25,386,3253.98
SHIP-000736,SITE-014,SITE-009,CUST-00726,2025-10-22,322,2463.3
SHIP-000737,SITE-007,SITE-012,CUST-00577,2026-01-13,380,2321.8
SHIP-000738,SITE-008,SITE-005,CUST-00584,2025-01-25,226,1719.86
SHIP-000739,SITE-003,SITE-002,CUST-00383,2026-06-20,121,590.48
SHIP-000740,SITE-010,SITE-002,CUST-00413,2024-12-20,140,1640.8
SHIP-000741,SITE-003,SITE-014,CUST-00699,2024-07-12,268,3012.32
SHIP-000742,SITE-001,SITE-012,CUST-00428,2025-12-14,127,929.64
SHIP-000743,SITE-001,SITE-005,CUST-00694,2026-02-12,267,1647.39
SHIP-000744,SITE-015,SITE-008,CUST-00653,2025-04-07,13,140.53
SHIP-000745,SITE-003,SITE-011,CUST-00350,2025-04-09,183,234.24
SHIP-000746,SITE-002,SITE-009,CUST-00166,2025-09-17,312,1984.32
SHIP-000747,SITE-005,SITE-014,CUST-00130,2025-02-20,262,1577.24
SHIP-000748,SITE-013,SITE-004,CUST-00673,2024-11-17,253,1783.65
SHIP-000749,SITE-012,SITE-006,CUST-00537,2024-03-21,259,505.05
SHIP-000750,SITE-011,SITE-002,CUST-00277,2026-02-07,251,1721.86
SHIP-000751,SITE-014,SITE-001,CUST-00493,2026-06-21,164,1359.56
SHIP-000752,SITE-008,SITE-012,CUST-00694,2025-06-22,158,139.04
SHIP-000753,SITE-010,SITE-001,CUST-00554,2026-01-24,47,430.05
SHIP-000754,SITE-013,SITE-008,CUST-00182,2025-10-15,321,1466.97
SHIP-000755,SITE-008,SITE-001,CUST-00471,2024-07-08,229,247.32
SHIP-000756,SITE-009,SITE-015,CUST-00588,2024-06-01,271,2579.92
SHIP-000757,SITE-010,SITE-007,CUST-00264,2024-10-15,120,337.2
SHIP-000758,SITE-001,SITE-003,CUST-00105,2025-03-11,30,27
SHIP-000759,SITE-003,SITE-012,CUST-00656,2024-04-01,328,432.96
SHIP-000760,SITE-008,SITE-004,CUST-00377,2025-09-24,64,661.12
SHIP-000761,SITE-008,SITE-004,CUST-00577,2026-06-20,243,294.03
SHIP-000762,SITE-014,SITE-005,CUST-00777,2024-07-06,220,314.6
SHIP-000763,SITE-015,SITE-009,CUST-00731,2024-04-05,228,934.8
SHIP-000764,SITE-005,SITE-002,CUST-00136,2026-01-26,28,254.24
SHIP-000765,SITE-013,SITE-004,CUST-00410,2026-03-30,89,838.38
SHIP-000766,SITE-004,SITE-006,CUST-00178,2025-04-08,242,2698.3
SHIP-000767,SITE-003,SITE-004,CUST-00351,2024-04-20,89,472.59
SHIP-000768,SITE-004,SITE-008,CUST-00178,2026-03-26,394,2891.96
SHIP-000769,SITE-014,SITE-013,CUST-00177,2026-08-29,114,888.06
SHIP-000770,SITE-002,SITE-008,CUST-00386,2025-08-02,92,1017.52
SHIP-000771,SITE-003,SITE-015,CUST-00573,2026-06-18,118,1012.44
SHIP-000772,SITE-007,SITE-011,CUST-00608,2025-10-19,138,869.4
SHIP-000773,SITE-006,SITE-013,CUST-00322,2025-12-22,325,884
SHIP-000774,SITE-004,SITE-015,CUST-00475,2025-04-13,339,2210.28
SHIP-000775,SITE-009,SITE-014,CUST-00606,2025-09-05,63,430.29
SHIP-000776,SITE-010,SITE-002,CUST-00565,2026-01-16,77,874.72
SHIP-000777,SITE-012,SITE-007,CUST-00342,2024-04-12,30,310.8
SHIP-000778,SITE-011,SITE-015,CUST-00543,2024-04-03,392,3371.2
SHIP-000779,SITE-002,SITE-005,CUST-00025,2024-11-29,348,755.16
SHIP-000780,SITE-013,SITE-001,CUST-00558,2025-11-04,321,423.72
SHIP-000781,SITE-011,SITE-013,CUST-00329,2024-11-29,214,1928.14
SHIP-000782,SITE-008,SITE-011,CUST-00698,2024-08-13,202,915.06
SHIP-000783,SITE-004,SITE-011,CUST-00216,2024-12-21,358,2810.3
SHIP-000784,SITE-010,SITE-009,CUST-00537,2025-05-06,318,1132.08
SHIP-000785,SITE-015,SITE-003,CUST-00534,2026-03-15,150,760.5
SHIP-000786,SITE-001,SITE-007,CUST-00259,2025-09-17,109,82.84
SHIP-000787,SITE-003,SITE-015,CUST-00033,2025-08-01,359,3414.09
SHIP-000788,SITE-003,SITE-006,CUST-00558,2025-12-26,125,688.75
SHIP-000789,SITE-004,SITE-012,CUST-00183,2024-04-20,383,3278.48
SHIP-000790,SITE-001,SITE-003,CUST-00393,2025-10-15,305,1061.4
SHIP-000791,SITE-010,SITE-004,CUST-00603,2024-07-24,25,88.25
SHIP-000792,SITE-012,SITE-005,CUST-00645,2025-05-29,75,609.75
SHIP-000793,SITE-011,SITE-001,CUST-00032,2024-09-23,239,382.4
SHIP-000794,SITE-010,SITE-012,CUST-00535,2024-08-07,142,201.64
SHIP-000795,SITE-013,SITE-011,CUST-00246,2025-11-07,384,2246.4
SHIP-000796,SITE-009,SITE-011,CUST-00225,2026-02-24,16,166.72
SHIP-000797,SITE-013,SITE-015,CUST-00222,2026-08-03,277,296.39
SHIP-000798,SITE-014,SITE-008,CUST-00130,2026-02-07,299,3013.92
SHIP-000799,SITE-015,SITE-008,CUST-00322,2026-08-04,332,561.08
SHIP-000800,SITE-003,SITE-011,CUST-00715,2025-10-31,181,599.11
SHIP-000801,SITE-010,SITE-006,CUST-00049,2026-08-07,331,2234.25
SHIP-000802,SITE-014,SITE-006,CUST-00271,2024-10-30,324,1289.52
SHIP-000803,SITE-003,SITE-005,CUST-00213,2026-03-29,248,2532.08
SHIP-000804,SITE-007,SITE-001,CUST-00469,2025-04-16,26,162.5
SHIP-000805,SITE-006,SITE-007,CUST-00565,2026-03-15,220,1401.4
SHIP-000806,SITE-004,SITE-015,CUST-00552,2024-12-18,269,796.24
SHIP-000807,SITE-010,SITE-005,CUST-00476,2026-05-15,259,2022.79
SHIP-000808,SITE-011,SITE-013,CUST-00398,2025-01-08,249,136.95
SHIP-000809,SITE-004,SITE-015,CUST-00310,2025-08-18,301,1526.07
SHIP-000810,SITE-011,SITE-005,CUST-00262,2025-12-19,18,160.56
SHIP-000811,SITE-012,SITE-008,CUST-00360,2026-02-11,388,2324.12
SHIP-000812,SITE-014,SITE-015,CUST-00511,2024-12-01,11,35.2
SHIP-000813,SITE-007,SITE-013,CUST-00322,2024-09-02,287,3013.5
SHIP-000814,SITE-010,SITE-006,CUST-00119,2026-08-11,73,674.52
SHIP-000815,SITE-015,SITE-007,CUST-00187,2024-09-13,128,1326.08
SHIP-000816,SITE-007,SITE-008,CUST-00578,2024-11-15,375,3701.25
SHIP-000817,SITE-015,SITE-014,CUST-00043,2025-03-19,108,287.28
SHIP-000818,SITE-001,SITE-010,CUST-00165,2026-04-29,217,2295.86
SHIP-000819,SITE-008,SITE-001,CUST-00403,2026-08-02,385,1062.6
SHIP-000820,SITE-005,SITE-004,CUST-00356,2025-12-23,62,733.46
SHIP-000821,SITE-010,SITE-005,CUST-00316,2024-08-25,10,90.3
SHIP-000822,SITE-012,SITE-015,CUST-00088,2025-10-14,36,422.28
SHIP-000823,SITE-008,SITE-004,CUST-00104,2025-09-17,10,42.4
SHIP-000824,SITE-001,SITE-004,CUST-00718,2024-10-31,7,71.61
SHIP-000825,SITE-008,SITE-009,CUST-00544,2025-04-27,354,3550.62
SHIP-000826,SITE-008,SITE-010,CUST-00236,2026-08-07,10,21.3
SHIP-000827,SITE-014,SITE-013,CUST-00499,2024-10-23,106,69.96
SHIP-000828,SITE-006,SITE-015,CUST-00291,2024-05-26,388,2510.36
SHIP-000829,SITE-013,SITE-002,CUST-00067,2024-07-09,79,301.78
SHIP-000830,SITE-008,SITE-003,CUST-00579,2026-03-09,348,1680.84
SHIP-000831,SITE-012,SITE-005,CUST-00734,2024-12-11,209,1636.47
SHIP-000832,SITE-005,SITE-004,CUST-00543,2025-12-16,392,2708.72
SHIP-000833,SITE-013,SITE-010,CUST-00777,2026-08-07,73,310.98
SHIP-000834,SITE-008,SITE-013,CUST-00626,2024-05-05,204,469.2
SHIP-000835,SITE-006,SITE-009,CUST-00314,2025-09-13,74,51.8
SHIP-000836,SITE-011,SITE-014,CUST-00520,2024-08-21,375,4083.75
SHIP-000837,SITE-005,SITE-013,CUST-00489,2025-04-03,43,359.91
SHIP-000838,SITE-008,SITE-003,CUST-00281,2026-01-19,122,586.82
SHIP-000839,SITE-005,SITE-002,CUST-00589,2025-12-10,331,579.25
SHIP-000840,SITE-002,SITE-005,CUST-00683,2024-06-13,327,232.17
SHIP-000841,SITE-014,SITE-002,CUST-00012,2025-03-17,114,1231.2
SHIP-000842,SITE-008,SITE-005,CUST-00522,2025-04-27,245,193.55
SHIP-000843,SITE-014,SITE-002,CUST-00751,2026-04-11,221,718.25
SHIP-000844,SITE-012,SITE-001,CUST-00154,2026-08-27,282,679.62
SHIP-000845,SITE-006,SITE-015,CUST-00321,2025-06-20,354,3348.84
SHIP-000846,SITE-002,SITE-006,CUST-00647,2024-11-14,393,1807.8
SHIP-000847,SITE-009,SITE-014,CUST-00221,2025-09-05,237,1355.64
SHIP-000848,SITE-003,SITE-013,CUST-00735,2026-04-26,369,1557.18
SHIP-000849,SITE-011,SITE-013,CUST-00476,2026-02-19,325,1859
SHIP-000850,SITE-013,SITE-015,CUST-00257,2026-02-05,190,1406
SHIP-000851,SITE-010,SITE-002,CUST-00302,2025-02-14,23,192.05
SHIP-000852,SITE-013,SITE-014,CUST-00595,2026-04-16,44,357.72
SHIP-000853,SITE-006,SITE-001,CUST-00604,2024-09-08,394,4121.24
SHIP-000854,SITE-014,SITE-010,CUST-00057,2026-03-16,186,2014.38
SHIP-000855,SITE-012,SITE-014,CUST-00307,2025-10-03,355,3865.95
SHIP-000856,SITE-012,SITE-010,CUST-00471,2025-11-02,115,672.75
SHIP-000857,SITE-007,SITE-014,CUST-00121,2024-05-15,275,2378.75
SHIP-000858,SITE-011,SITE-013,CUST-00113,2025-10-24,169,964.99
SHIP-000859,SITE-002,SITE-012,CUST-00311,2024-07-31,25,220.5
SHIP-000860,SITE-008,SITE-001,CUST-00246,2025-12-01,80,824
SHIP-000861,SITE-009,SITE-007,CUST-00179,2025-01-23,353,3692.38
SHIP-000862,SITE-008,SITE-006,CUST-00007,2025-05-18,305,2278.35
SHIP-000863,SITE-002,SITE-006,CUST-00538,2024-03-14,31,121.52
SHIP-000864,SITE-012,SITE-006,CUST-00089,2026-01-02,145,113.1
SHIP-000865,SITE-009,SITE-015,CUST-00483,2025-08-12,254,721.36
SHIP-000866,SITE-006,SITE-012,CUST-00617,2024-06-13,261,2270.7
SHIP-000867,SITE-006,SITE-002,CUST-00023,2024-05-03,229,1973.98
SHIP-000868,SITE-001,SITE-010,CUST-00035,2026-07-24,40,52.8
SHIP-000869,SITE-010,SITE-004,CUST-00299,2026-08-16,245,2932.65
SHIP-000870,SITE-014,SITE-003,CUST-00402,2024-05-24,212,1782.92
SHIP-000871,SITE-002,SITE-013,CUST-00769,2025-01-09,203,1995.49
SHIP-000872,SITE-012,SITE-003,CUST-00224,2025-04-07,54,48.6
SHIP-000873,SITE-002,SITE-003,CUST-00767,2026-05-05,158,1254.52
SHIP-000874,SITE-009,SITE-014,CUST-00479,2024-09-09,222,785.88
SHIP-000875,SITE-014,SITE-013,CUST-00417,2025-08-28,185,1737.15
SHIP-000876,SITE-011,SITE-008,CUST-00200,2026-04-11,121,412.61
SHIP-000877,SITE-015,SITE-004,CUST-00108,2024-03-19,188,244.4
SHIP-000878,SITE-008,SITE-002,CUST-00279,2024-06-01,226,1948.12
SHIP-000879,SITE-001,SITE-007,CUST-00428,2025-08-27,79,206.98
SHIP-000880,SITE-008,SITE-012,CUST-00499,2026-05-11,345,2349.45
SHIP-000881,SITE-008,SITE-001,CUST-00384,2024-04-18,67,130.65
SHIP-000882,SITE-013,SITE-005,CUST-00289,2025-03-21,132,1466.52
SHIP-000883,SITE-006,SITE-010,CUST-00037,2026-01-25,379,1857.1
SHIP-000884,SITE-007,SITE-008,CUST-00134,2026-05-01,8,45.76
SHIP-000885,SITE-007,SITE-010,CUST-00107,2025-10-17,272,1713.6
SHIP-000886,SITE-006,SITE-010,CUST-00017,2025-01-07,306,260.1
SHIP-000887,SITE-007,SITE-006,CUST-00652,2025-02-20,339,3200.16
SHIP-000888,SITE-005,SITE-004,CUST-00136,2025-09-01,303,3454.2
SHIP-000889,SITE-010,SITE-005,CUST-00593,2025-12-12,138,1393.8
SHIP-000890,SITE-001,SITE-009,CUST-00248,2025-02-22,235,1778.95
SHIP-000891,SITE-001,SITE-008,CUST-00448,2026-01-24,158,556.16
SHIP-000892,SITE-004,SITE-012,CUST-00082,2025-10-08,162,1803.06
SHIP-000893,SITE-007,SITE-006,CUST-00214,2025-08-20,216,2488.32
SHIP-000894,SITE-012,SITE-011,CUST-00534,2026-05-30,230,416.3
SHIP-000895,SITE-013,SITE-003,CUST-00272,2024-10-17,26,238.42
SHIP-000896,SITE-004,SITE-013,CUST-00274,2026-05-19,334,3954.56
SHIP-000897,SITE-010,SITE-001,CUST-00295,2025-12-10,329,2875.46
SHIP-000898,SITE-014,SITE-001,CUST-00365,2024-08-06,138,1330.32
SHIP-000899,SITE-009,SITE-014,CUST-00090,2024-10-11,60,364.8
SHIP-000900,SITE-006,SITE-013,CUST-00467,2024-03-24,124,367.04
SHIP-000901,SITE-004,SITE-002,CUST-00033,2025-03-09,332,2483.36
SHIP-000902,SITE-013,SITE-008,CUST-00797,2024-08-03,345,1794
SHIP-000903,SITE-003,SITE-012,CUST-00125,2024-11-12,96,689.28
SHIP-000904,SITE-008,SITE-007,CUST-00211,2025-10-15,170,408
SHIP-000905,SITE-010,SITE-006,CUST-00510,2025-07-18,62,50.22
SHIP-000906,SITE-001,SITE-014,CUST-00784,2025-05-24,5,5.3
SHIP-000907,SITE-014,SITE-002,CUST-00425,2024-10-17,17,170.17
SHIP-000908,SITE-001,SITE-010,CUST-00200,2026-08-17,76,463.6
SHIP-000909,SITE-001,SITE-014,CUST-00051,2024-08-16,290,2824.6
SHIP-000910,SITE-012,SITE-002,CUST-00392,2025-02-21,21,191.1
SHIP-000911,SITE-001,SITE-008,CUST-00459,2026-01-06,240,1572
SHIP-000912,SITE-015,SITE-001,CUST-00459,2026-03-24,76,660.44
SHIP-000913,SITE-006,SITE-004,CUST-00790,2025-07-05,335,1336.65
SHIP-000914,SITE-012,SITE-002,CUST-00254,2024-06-16,81,805.95
SHIP-000915,SITE-002,SITE-010,CUST-00296,2024-09-03,262,848.88
SHIP-000916,SITE-007,SITE-013,CUST-00762,2026-05-09,26,282.36
SHIP-000917,SITE-011,SITE-001,CUST-00274,2025-10-11,317,2291.91
SHIP-000918,SITE-005,SITE-002,CUST-00133,2024-12-25,67,552.08
SHIP-000919,SITE-006,SITE-014,CUST-00725,2026-05-01,293,597.72
SHIP-000920,SITE-006,SITE-015,CUST-00054,2025-06-12,226,919.82
SHIP-000921,SITE-009,SITE-008,CUST-00239,2025-02-07,382,775.46
SHIP-000922,SITE-010,SITE-008,CUST-00710,2026-03-25,136,107.44
SHIP-000923,SITE-007,SITE-015,CUST-00004,2025-10-26,341,3849.89
SHIP-000924,SITE-007,SITE-005,CUST-00507,2024-10-18,331,1052.58
SHIP-000925,SITE-002,SITE-011,CUST-00423,2025-10-16,320,2492.8
SHIP-000926,SITE-006,SITE-002,CUST-00634,2025-02-25,95,870.2
SHIP-000927,SITE-014,SITE-002,CUST-00552,2024-05-25,162,1686.42
SHIP-000928,SITE-013,SITE-003,CUST-00553,2025-09-08,374,3751.22
SHIP-000929,SITE-001,SITE-002,CUST-00303,2024-11-11,6,29.7
SHIP-000930,SITE-007,SITE-004,CUST-00457,2025-10-24,37,283.42
SHIP-000931,SITE-002,SITE-009,CUST-00498,2025-09-04,123,296.43
SHIP-000932,SITE-003,SITE-011,CUST-00147,2026-08-15,400,3104
SHIP-000933,SITE-009,SITE-011,CUST-00441,2024-12-18,87,146.16
SHIP-000934,SITE-014,SITE-015,CUST-00303,2025-03-30,291,3375.6
SHIP-000935,SITE-007,SITE-002,CUST-00720,2024-08-10,212,602.08
SHIP-000936,SITE-003,SITE-012,CUST-00298,2024-08-01,261,1286.73
SHIP-000937,SITE-009,SITE-001,CUST-00556,2026-08-30,154,121.66
SHIP-000938,SITE-006,SITE-003,CUST-00353,2025-10-26,115,485.3
SHIP-000939,SITE-007,SITE-004,CUST-00057,2025-09-04,293,2408.46
SHIP-000940,SITE-005,SITE-003,CUST-00673,2024-07-08,99,984.06
SHIP-000941,SITE-003,SITE-004,CUST-00558,2025-07-09,265,302.1
SHIP-000942,SITE-013,SITE-007,CUST-00601,2025-04-03,107,569.24
SHIP-000943,SITE-012,SITE-011,CUST-00116,2024-04-15,342,3231.9
SHIP-000944,SITE-009,SITE-013,CUST-00285,2025-07-13,365,3883.6
SHIP-000945,SITE-002,SITE-003,CUST-00083,2024-07-08,235,662.7
SHIP-000946,SITE-013,SITE-014,CUST-00342,2025-07-11,66,395.34
SHIP-000947,SITE-004,SITE-001,CUST-00653,2024-11-17,388,1431.72
SHIP-000948,SITE-010,SITE-008,CUST-00578,2026-05-15,161,1312.15
SHIP-000949,SITE-007,SITE-002,CUST-00657,2024-08-17,129,1090.05
SHIP-000950,SITE-001,SITE-006,CUST-00210,2024-09-14,162,1856.52
SHIP-000951,SITE-001,SITE-002,CUST-00484,2024-04-24,386,4095.46
SHIP-000952,SITE-012,SITE-009,CUST-00125,2026-05-27,214,1029.34
SHIP-000953,SITE-011,SITE-013,CUST-00691,2025-02-14,248,2656.08
SHIP-000954,SITE-013,SITE-015,CUST-00420,2024-06-04,364,1503.32
SHIP-000955,SITE-011,SITE-007,CUST-00599,2025-09-17,55,375.65
SHIP-000956,SITE-008,SITE-010,CUST-00343,2025-09-01,239,179.25
SHIP-000957,SITE-007,SITE-015,CUST-00314,2025-02-06,180,756
SHIP-000958,SITE-001,SITE-010,CUST-00459,2024-11-08,207,2378.43
SHIP-000959,SITE-002,SITE-010,CUST-00124,2024-04-29,55,520.3
SHIP-000960,SITE-002,SITE-007,CUST-00044,2025-12-30,255,1109.25
SHIP-000961,SITE-015,SITE-012,CUST-00541,2026-01-29,274,2063.22
SHIP-000962,SITE-004,SITE-013,CUST-00279,2024-10-12,289,872.78
SHIP-000963,SITE-009,SITE-004,CUST-00042,2024-09-05,88,894.08
SHIP-000964,SITE-010,SITE-007,CUST-00156,2025-10-14,41,210.74
SHIP-000965,SITE-015,SITE-013,CUST-00547,2025-12-21,104,1054.56
SHIP-000966,SITE-006,SITE-002,CUST-00228,2024-07-02,113,96.05
SHIP-000967,SITE-008,SITE-003,CUST-00142,2026-04-20,116,715.72
SHIP-000968,SITE-013,SITE-007,CUST-00397,2026-08-07,73,114.61
SHIP-000969,SITE-014,SITE-001,CUST-00775,2024-11-21,192,1042.56
SHIP-000970,SITE-012,SITE-006,CUST-00298,2025-01-18,7,63.28
SHIP-000971,SITE-005,SITE-009,CUST-00296,2024-12-04,308,2248.4
SHIP-000972,SITE-011,SITE-005,CUST-00103,2024-10-13,294,555.66
SHIP-000973,SITE-014,SITE-007,CUST-00587,2024-05-14,253,2967.69
SHIP-000974,SITE-008,SITE-014,CUST-00490,2024-10-11,205,2127.9
SHIP-000975,SITE-002,SITE-014,CUST-00723,2024-11-04,25,257.75
SHIP-000976,SITE-011,SITE-005,CUST-00780,2026-03-14,396,1920.6
SHIP-000977,SITE-015,SITE-004,CUST-00092,2024-12-20,398,1293.5
SHIP-000978,SITE-001,SITE-003,CUST-00025,2025-04-02,94,223.72
SHIP-000979,SITE-010,SITE-014,CUST-00497,2025-09-20,390,561.6
SHIP-000980,SITE-006,SITE-002,CUST-00354,2026-02-04,338,375.18
SHIP-000981,SITE-008,SITE-005,CUST-00304,2024-07-08,333,2380.95
SHIP-000982,SITE-008,SITE-004,CUST-00556,2026-01-27,393,224.01
SHIP-000983,SITE-010,SITE-011,CUST-00280,2025-08-03,115,340.4
SHIP-000984,SITE-009,SITE-005,CUST-00398,2025-07-10,344,3388.4
SHIP-000985,SITE-005,SITE-010,CUST-00251,2026-05-24,384,4158.72
SHIP-000986,SITE-002,SITE-003,CUST-00486,2025-12-06,332,1563.72
SHIP-000987,SITE-003,SITE-008,CUST-00279,2024-04-20,306,3408.84
SHIP-000988,SITE-008,SITE-015,CUST-00382,2025-02-23,114,926.82
SHIP-000989,SITE-003,SITE-015,CUST-00794,2025-03-21,295,3492.8
SHIP-000990,SITE-003,SITE-009,CUST-00550,2025-02-18,362,1368.36
SHIP-000991,SITE-012,SITE-009,CUST-00092,2025-04-19,298,2184.34
SHIP-000992,SITE-009,SITE-006,CUST-00437,2025-11-30,313,1774.71
SHIP-000993,SITE-011,SITE-007,CUST-00561,2026-07-30,234,711.36
SHIP-000994,SITE-004,SITE-009,CUST-00292,2024-08-04,164,782.28
SHIP-000995,SITE-010,SITE-006,CUST-00785,2026-02-07,229,2326.64
SHIP-000996,SITE-013,SITE-006,CUST-00529,2025-12-02,316,2970.4
SHIP-000997,SITE-003,SITE-001,CUST-00184,2026-08-30,74,250.86
SHIP-000998,SITE-009,SITE-010,CUST-00052,2024-03-22,134,1427.1
SHIP-000999,SITE-012,SITE-010,CUST-00551,2025-08-11,197,208.82
SHIP-001000,SITE-012,SITE-008,CUST-00460,2026-04-19,262,1789.46
SHIP-001001,SITE-015,SITE-009,CUST-00305,2025-05-23,308,1829.52
SHIP-001002,SITE-004,SITE-005,CUST-00539,2025-06-16,327,474.15
SHIP-001003,SITE-010,SITE-001,CUST-00724,2024-04-10,99,1066.23
SHIP-001004,SITE-008,SITE-004,CUST-00530,2026-05-02,142,390.5
SHIP-001005,SITE-006,SITE-015,CUST-00089,2025-08-20,296,1112.96
SHIP-001006,SITE-001,SITE-005,CUST-00792,2024-09-09,272,2763.52
SHIP-001007,SITE-013,SITE-011,CUST-00423,2025-03-22,233,207.37
SHIP-001008,SITE-001,SITE-014,CUST-00227,2025-12-25,248,2765.2
SHIP-001009,SITE-006,SITE-012,CUST-00659,2025-08-08,135,1522.8
SHIP-001010,SITE-012,SITE-005,CUST-00790,2025-10-14,375,2137.5
SHIP-001011,SITE-009,SITE-011,CUST-00113,2026-06-05,230,2387.4
SHIP-001012,SITE-011,SITE-014,CUST-00522,2025-04-10,364,4280.64
SHIP-001013,SITE-009,SITE-006,CUST-00263,2025-08-20,74,745.92
SHIP-001014,SITE-007,SITE-010,CUST-00034,2025-08-29,230,1913.6
SHIP-001015,SITE-012,SITE-014,CUST-00206,2025-11-15,375,1552.5
SHIP-001016,SITE-012,SITE-004,CUST-00703,2025-09-14,162,82.62
SHIP-001017,SITE-007,SITE-005,CUST-00141,2025-04-13,304,2222.24
SHIP-001018,SITE-015,SITE-012,CUST-00559,2026-06-04,31,60.14
SHIP-001019,SITE-014,SITE-007,CUST-00208,2024-07-14,220,684.2
SHIP-001020,SITE-013,SITE-008,CUST-00624,2024-11-18,154,532.84
SHIP-001021,SITE-004,SITE-011,CUST-00650,2024-05-19,268,1085.4
SHIP-001022,SITE-006,SITE-002,CUST-00186,2025-11-21,65,152.75
SHIP-001023,SITE-012,SITE-013,CUST-00618,2026-05-13,276,1620.12
SHIP-001024,SITE-001,SITE-014,CUST-00748,2026-07-10,367,1207.43
SHIP-001025,SITE-003,SITE-002,CUST-00682,2026-05-31,128,111.36
SHIP-001026,SITE-015,SITE-005,CUST-00349,2026-06-24,377,953.81
SHIP-001027,SITE-010,SITE-003,CUST-00791,2026-04-26,32,169.28
SHIP-001028,SITE-005,SITE-015,CUST-00752,2024-10-10,42,358.26
SHIP-001029,SITE-003,SITE-015,CUST-00583,2024-06-29,206,655.08
SHIP-001030,SITE-009,SITE-006,CUST-00537,2025-03-19,118,654.9
SHIP-001031,SITE-014,SITE-012,CUST-00692,2025-07-18,15,167.1
SHIP-001032,SITE-014,SITE-008,CUST-00582,2026-08-16,157,383.08
SHIP-001033,SITE-014,SITE-012,CUST-00600,2024-05-02,48,266.4
SHIP-001034,SITE-005,SITE-011,CUST-00564,2025-10-04,110,81.4
