shipment_id,origin_site_id,dest_site_id,customer_id,ship_date,units,weight_kg
SHIP-000690,SITE-007,SITE-009,CUST-00270,2025-11-13,377,927.42
SHIP-000691,SITE-014,SITE-013,CUST-00178,2025-11-07,143,1578.72
SHIP-000692,SITE-015,SITE-004,CUST-00350,2025-08-04,181,881.47
SHIP-000693,SITE-011,SITE-004,CUST-00051,2025-06-30,31,258.23
SHIP-000694,SITE-015,SITE-003,CUST-00109,2026-08-17,90,583.2
SHIP-000695,SITE-007,SITE-005,CUST-00283,2026-05-18,302,2570.02
SHIP-000696,SITE-010,SITE-011,CUST-00359,2025-01-30,368,1453.6
SHIP-000697,SITE-005,SITE-015,CUST-00274,2025-10-17,367,2161.63
SHIP-000698,SITE-015,SITE-013,CUST-00269,2024-03-14,314,3435.16
SHIP-000699,SITE-009,SITE-004,CUST-00359,2025-05-14,240,676.8
SHIP-000700,SITE-005,SITE-004,CUST-00166,2025-07-23,298,1057.9
SHIP-000701,SITE-011,SITE-010,CUST-00059,2025-05-22,36,383.04
SHIP-000702,SITE-014,SITE-011,CUST-00271,2024-12-31,33,320.43
SHIP-000703,SITE-009,SITE-005,CUST-00157,2024-03-16,382,2024.6
SHIP-000704,SITE-008,SITE-004,CUST-00312,2024-07-19,116,822.44
SHIP-000705,SITE-011,SITE-013,CUST-00037,2025-12-20,90,495.9
SHIP-000706,SITE-001,SITE-012,CUST-00011,2025-06-24,144,305.28
SHIP-000707,SITE-008,SITE-007,CUST-00140,2026-04-14,168,950.88
SHIP-000708,SITE-004,SITE-001,CUST-00069,2025-08-25,83,932.09
SHIP-000709,SITE-015,SITE-011,CUST-00017,2025-04-26,241,1229.1
SHIP-000710,SITE-002,SITE-013,CUST-00397,2026-04-26,376,624.16
SHIP-000711,SITE-002,SITE-006,CUST-00078,2025-07-05,312,2804.88
SHIP-000712,SITE-013,SITE-001,CUST-00025,2024-11-20,52,240.24
SHIP-000713,SITE-012,SITE-004,CUST-00356,2024-06-25,372,3165.72
SHIP-000714,SITE-006,SITE-009,CUST-00098,2025-11-14,311,3393.01
SHIP-000715,SITE-007,SITE-006,CUST-00010,2025-09-28,290,240.7
SHIP-000716,SITE-015,SITE-005,CUST-00029,2026-01-27,365,1470.95
SHIP-000717,SITE-011,SITE-008,CUST-00113,2026-08-03,214,2538.04
SHIP-000718,SITE-001,SITE-008,CUST-00335,2025-10-11,184,239.2
SHIP-000719,SITE-012,SITE-015,CUST-00194,2026-02-19,372,401.76
SHIP-000720,SITE-012,SITE-010,CUST-00210,2026-06-04,188,274.48
SHIP-000721,SITE-012,SITE-005,CUST-00138,2024-08-10,177,1115.1
SHIP-000722,SITE-005,SITE-001,CUST-00251,2025-07-15,266,3051.02
SHIP-000723,SITE-011,SITE-010,CUST-00252,2024-05-09,361,2129.9
SHIP-000724,SITE-010,SITE-008,CUST-00368,2025-03-15,327,2576.76
SHIP-000725,SITE-001,SITE-005,CUST-00047,2026-06-08,276,1708.44
SHIP-000726,SITE-008,SITE-012,CUST-00138,2026-02-08,24,24.48
SHIP-000727,SITE-009,SITE-010,CUST-00230,2024-06-02,222,2337.66
SHIP-000728,SITE-015,SITE-011,CUST-00383,2024-06-18,201,373.86
SHIP-000729,SITE-014,SITE-011,CUST-00255,2026-08-11,262,2247.96
SHIP-000730,SITE-005,SITE-011,CUST-00208,2025-09-03,244,214.72
SHIP-000731,SITE-003,SITE-005,CUST-00031,2026-05-09,390,4516.2
SHIP-000732,SITE-008,SITE-006,CUST-00344,2025-08-10,358,2774.5
SHIP-000733,SITE-012,SITE-014,CUST-00249,2025-06-18,221,956.93
SHIP-000734,SITE-007,SITE-010,CUST-00256,2025-07-28,42,390.6
SHIP-000735,SITE-002,SITE-014,CUST-00211,2026-03-25,386,3253.98
SHIP-000736,SITE-014,SITE-009,CUST-00363,2025-10-22,322,2463.3
SHIP-000737,SITE-007,SITE-012,CUST-00289,2026-01-13,380,2321.8
SHIP-000738,SITE-008,SITE-005,CUST-00292,2025-01-25,226,1719.86
SHIP-000739,SITE-003,SITE-002,CUST-00192,2026-06-20,121,590.48
SHIP-000740,SITE-010,SITE-002,CUST-00207,2024-12-20,140,1640.8
SHIP-000741,SITE-003,SITE-014,CUST-00350,2024-07-12,268,3012.32
SHIP-000742,SITE-001,SITE-012,CUST-00214,2025-12-14,127,929.64
SHIP-000743,SITE-001,SITE-005,CUST-00347,2026-02-12,267,1647.39
SHIP-000744,SITE-015,SITE-008,CUST-00327,2025-04-07,13,140.53
SHIP-000745,SITE-003,SITE-011,CUST-00175,2025-04-09,183,234.24
SHIP-000746,SITE-002,SITE-009,CUST-00083,2025-09-17,312,1984.32
SHIP-000747,SITE-005,SITE-014,CUST-00065,2025-02-20,262,1577.24
SHIP-000748,SITE-013,SITE-004,CUST-00337,2024-11-17,253,1783.65
SHIP-000749,SITE-012,SITE-006,CUST-00269,2024-03-21,259,505.05
SHIP-000750,SITE-011,SITE-002,CUST-00139,2026-02-07,251,1721.86
SHIP-000751,SITE-014,SITE-001,CUST-00247,2026-06-21,164,1359.56
SHIP-000752,SITE-008,SITE-012,CUST-00347,2025-06-22,158,139.04
SHIP-000753,SITE-010,SITE-001,CUST-00277,2026-01-24,47,430.05
SHIP-000754,SITE-013,SITE-008,CUST-00091,2025-10-15,321,1466.97
SHIP-000755,SITE-008,SITE-001,CUST-00236,2024-07-08,229,247.32
SHIP-000756,SITE-009,SITE-015,CUST-00294,2024-06-01,271,2579.92
SHIP-000757,SITE-010,SITE-007,CUST-00132,2024-10-15,120,337.2
SHIP-000758,SITE-001,SITE-003,CUST-00053,2025-03-11,30,27
SHIP-000759,SITE-003,SITE-012,CUST-00328,2024-04-01,328,432.96
SHIP-000760,SITE-008,SITE-004,CUST-00189,2025-09-24,64,661.12
SHIP-000761,SITE-008,SITE-004,CUST-00289,2026-06-20,243,294.03
SHIP-000762,SITE-014,SITE-005,CUST-00389,2024-07-06,220,314.6
SHIP-000763,SITE-015,SITE-009,CUST-00366,2024-04-05,228,934.8
SHIP-000764,SITE-005,SITE-002,CUST-00068,2026-01-26,28,254.24
SHIP-000765,SITE-013,SITE-004,CUST-00205,2026-03-30,89,838.38
SHIP-000766,SITE-004,SITE-006,CUST-00089,2025-04-08,242,2698.3
SHIP-000767,SITE-003,SITE-004,CUST-00176,2024-04-20,89,472.59
SHIP-000768,SITE-004,SITE-008,CUST-00089,2026-03-26,394,2891.96
SHIP-000769,SITE-014,SITE-013,CUST-00089,2026-08-29,114,888.06
SHIP-000770,SITE-002,SITE-008,CUST-00193,2025-08-02,92,1017.52
SHIP-000771,SITE-003,SITE-015,CUST-00287,2026-06-18,118,1012.44
SHIP-000772,SITE-007,SITE-011,CUST-00304,2025-10-19,138,869.4
SHIP-000773,SITE-006,SITE-013,CUST-00161,2025-12-22,325,884
SHIP-000774,SITE-004,SITE-015,CUST-00238,2025-04-13,339,2210.28
SHIP-000775,SITE-009,SITE-014,CUST-00303,2025-09-05,63,430.29
SHIP-000776,SITE-010,SITE-002,CUST-00283,2026-01-16,77,874.72
SHIP-000777,SITE-012,SITE-007,CUST-00171,2024-04-12,30,310.8
SHIP-000778,SITE-011,SITE-015,CUST-00272,2024-04-03,392,3371.2
SHIP-000779,SITE-002,SITE-005,CUST-00013,2024-11-29,348,755.16
SHIP-000780,SITE-013,SITE-001,CUST-00279,2025-11-04,321,423.72
SHIP-000781,SITE-011,SITE-013,CUST-00165,2024-11-29,214,1928.14
SHIP-000782,SITE-008,SITE-011,CUST-00349,2024-08-13,202,915.06
SHIP-000783,SITE-004,SITE-011,CUST-00108,2024-12-21,358,2810.3
SHIP-000784,SITE-010,SITE-009,CUST-00269,2025-05-06,318,1132.08
SHIP-000785,SITE-015,SITE-003,CUST-00267,2026-03-15,150,760.5
SHIP-000786,SITE-001,SITE-007,CUST-00130,2025-09-17,109,82.84
SHIP-000787,SITE-003,SITE-015,CUST-00017,2025-08-01,359,3414.09
SHIP-000788,SITE-003,SITE-006,CUST-00279,2025-12-26,125,688.75
SHIP-000789,SITE-004,SITE-012,CUST-00092,2024-04-20,383,3278.48
SHIP-000790,SITE-001,SITE-003,CUST-00197,2025-10-15,305,1061.4
SHIP-000791,SITE-010,SITE-004,CUST-00302,2024-07-24,25,88.25
SHIP-000792,SITE-012,SITE-005,CUST-00323,2025-05-29,75,609.75
SHIP-000793,SITE-011,SITE-001,CUST-00016,2024-09-23,239,382.4
SHIP-000794,SITE-010,SITE-012,CUST-00268,2024-08-07,142,201.64
SHIP-000795,SITE-013,SITE-011,CUST-00123,2025-11-07,384,2246.4
SHIP-000796,SITE-009,SITE-011,CUST-00113,2026-02-24,16,166.72
SHIP-000797,SITE-013,SITE-015,CUST-00111,2026-08-03,277,296.39
SHIP-000798,SITE-014,SITE-008,CUST-00065,2026-02-07,299,3013.92
SHIP-000799,SITE-015,SITE-008,CUST-00161,2026-08-04,332,561.08
SHIP-000800,SITE-003,SITE-011,CUST-00358,2025-10-31,181,599.11
